account_id,loan_amount,outstanding_amount,days_past_due,customer_location,customer_income_band,previous_payment_history,num_contact_attempts,last_contact_channel,last_contact_outcome,assigned_channel,recovery_amount
A4798,32708,19061,142,Tier 1,Medium,Good,6,Field,No Response,Legal,0
A4799,48375,33928,280,Tier 1,Medium,Average,5,Call,Refused,Call,0
A4800,45088,30286,119,Tier 1,High,Average,7,Call,No Response,Field,0
A4801,87615,61370,82,Tier 1,Medium,Average,2,Legal,No Response,Field,46515
A4802,140138,123399,152,Tier 2,High,Good,1,Field,Refused,Call,36685
A4803,40014,29661,269,Tier 1,Low,Poor,7,Field,Refused,Call,0
A4804,164345,159440,254,Tier 1,Medium,Poor,3,Call,Refused,Legal,0
A4805,132842,85927,164,Tier 2,Low,Average,1,Field,Paid,Field,28968
A4806,191953,135874,158,Tier 3,Medium,Good,1,Call,No Response,Field,0
A4807,108077,96564,69,Tier 1,High,Good,1,Field,No Response,Legal,0
A4808,169784,131245,95,Tier 3,High,Good,7,Call,No Response,Call,0
A4809,82874,64104,201,Tier 1,Low,Average,2,Call,No Response,Legal,0
A4810,99087,52186,191,Tier 1,Low,Poor,2,None,No Response,Field,0
A4811,42297,29578,296,Tier 2,Medium,Good,7,Call,Refused,Field,22319
A4812,57128,36297,282,Tier 3,High,Good,1,Legal,Refused,Call,13241
A4813,98368,98335,264,Tier 2,Low,Average,3,Call,No Response,Legal,0
A4814,108958,71277,16,Tier 2,High,Average,3,Field,Refused,Call,30494
A4815,62920,59286,135,Tier 3,Medium,Average,7,Call,Refused,Call,0
A4816,172228,144347,92,Tier 3,Medium,Poor,3,Field,Promised,Field,0
A4817,172180,115439,37,Tier 1,Medium,Average,2,Call,Paid,Field,25967
A4818,192917,148887,275,Tier 2,High,Average,5,Legal,Paid,Call,0
A4819,163872,150806,292,Tier 3,High,Good,7,Call,No Response,Legal,0
A4820,163682,154136,260,Tier 2,Low,Average,3,Call,No Response,Call,0
A4821,107603,62430,197,Tier 3,Medium,Good,5,Field,No Response,Call,0
A4822,63872,42780,78,Tier 2,High,Poor,1,Call,Refused,Call,0
A4823,40728,27190,108,Tier 1,Low,Good,7,Legal,Promised,Field,20108
A4824,125102,65180,202,Tier 2,Medium,Good,3,Call,Refused,Legal,15858
A4825,152049,121505,236,Tier 2,Low,Good,1,Call,Paid,Legal,62917
A4826,50583,46911,191,Tier 3,Medium,Good,1,Call,Refused,Field,0
A4827,115774,79975,102,Tier 3,Low,Poor,6,Legal,Refused,Field,0
A4828,168335,146454,152,Tier 3,Medium,Good,7,Field,No Response,Field,0
A4829,156374,127265,212,Tier 3,Medium,Average,4,Field,Promised,Field,0
A4830,180528,124171,141,Tier 1,Low,Average,1,Field,Paid,Legal,0
A4831,121118,69101,276,Tier 3,Medium,Average,1,None,Refused,Call,0
A4832,95942,81997,143,Tier 1,Low,Poor,6,Legal,Promised,Call,0
A4833,43689,40512,188,Tier 1,High,Good,2,None,No Response,Call,13439
A4834,194006,163532,195,Tier 2,Medium,Good,1,Call,No Response,Call,35403
A4835,63276,32203,27,Tier 2,Medium,Good,3,Call,No Response,Legal,12041
A4836,131968,80251,106,Tier 3,Medium,Average,7,Call,No Response,Field,0
A4837,180945,96758,43,Tier 2,Low,Average,7,Legal,No Response,Call,0
A4838,43050,33802,196,Tier 3,Medium,Average,2,Legal,Refused,Call,20228
A4839,96216,84500,120,Tier 1,High,Poor,4,Field,No Response,Legal,0
A4840,114040,63325,256,Tier 3,Medium,Good,4,Call,Promised,Field,16052
A4841,51644,47469,80,Tier 3,Medium,Average,1,Call,Refused,Call,0
A4842,92021,71569,221,Tier 2,Medium,Good,5,Field,No Response,Call,0
A4843,198197,167473,117,Tier 1,Medium,Poor,4,Call,No Response,Call,0
A4844,72291,71257,186,Tier 3,Medium,Poor,4,Field,No Response,Field,50648
A4845,196132,106272,237,Tier 2,High,Good,6,Field,No Response,Field,0
A4846,162610,154579,28,Tier 2,Medium,Average,4,Call,Refused,Call,0
A4847,197248,111060,257,Tier 2,Low,Poor,3,None,No Response,Call,0
A4848,71520,49812,218,Tier 1,Low,Good,5,Call,Refused,Call,0
A4849,55675,51539,225,Tier 1,Medium,Good,7,Legal,Refused,Field,0
A4850,179359,170951,210,Tier 1,Medium,Average,1,Field,Promised,Legal,0
A4851,30174,22726,266,Tier 3,Low,Good,6,Call,Paid,Legal,0
A4852,122268,97453,115,Tier 2,Low,Poor,6,Legal,Refused,Field,0
A4853,64998,55513,280,Tier 3,High,Poor,7,Legal,Promised,Legal,0
A4854,173184,158702,280,Tier 2,Medium,Poor,6,Legal,Paid,Call,97612
A4855,135410,75931,130,Tier 3,Medium,Good,1,Field,No Response,Call,0
A4856,105225,95232,254,Tier 1,Low,Good,2,Field,Promised,Call,0
A4857,74814,55410,75,Tier 1,Medium,Average,3,None,Promised,Call,0
A4858,115091,83476,237,Tier 3,Medium,Poor,6,Call,Promised,Legal,0
A4859,80719,57467,146,Tier 2,High,Average,5,Call,No Response,Legal,0
A4860,159887,120651,203,Tier 2,High,Poor,2,Call,Refused,Call,0
A4861,63919,62162,203,Tier 1,Low,Poor,5,Legal,Paid,Call,0
A4862,103155,79852,155,Tier 1,Medium,Average,7,Field,No Response,Call,0
A4863,101569,99191,154,Tier 2,Medium,Good,4,Call,Paid,Field,23314
A4864,71328,42093,81,Tier 2,Low,Good,5,Call,No Response,Call,0
A4865,54618,47084,201,Tier 2,Medium,Average,6,Call,Promised,Call,0
A4866,64675,58603,53,Tier 2,High,Poor,2,Legal,Promised,Legal,25920
A4867,48919,41070,166,Tier 2,Medium,Average,3,Legal,Refused,Legal,0
A4868,34173,27456,25,Tier 1,Medium,Poor,6,Legal,Refused,Call,18813
A4869,139369,109043,87,Tier 2,Medium,Average,7,Legal,No Response,Call,0
A4870,56400,52478,61,Tier 2,Medium,Good,3,Call,Promised,Call,0
A4871,100305,91360,11,Tier 1,Medium,Poor,4,Field,No Response,Field,0
A4872,198636,111463,241,Tier 1,Medium,Average,1,Field,Refused,Call,84619
A4873,118791,109797,70,Tier 1,Medium,Good,2,Field,Promised,Call,0
A4874,189034,133653,141,Tier 3,Low,Poor,1,Call,Paid,Legal,0
A4875,100533,63018,61,Tier 2,High,Poor,7,Call,No Response,Call,0
A4876,133591,124892,189,Tier 2,Low,Average,7,Call,No Response,Call,0
A4877,171650,122903,40,Tier 2,Medium,Good,7,None,Paid,Legal,0
A4878,161060,145627,164,Tier 3,High,Average,4,Call,Refused,Field,0
A4879,179696,113514,130,Tier 2,Medium,Average,5,Field,No Response,Field,65538
A4880,69194,34732,60,Tier 1,Low,Good,5,Call,Promised,Call,0
A4881,139903,104609,104,Tier 2,High,Good,4,Call,Paid,Legal,63672
A4882,161461,88821,185,Tier 3,High,Good,3,Legal,Refused,Call,0
A4883,129303,113423,20,Tier 2,Medium,Average,2,Call,Refused,Call,0
A4884,143903,91815,21,Tier 1,Medium,Poor,4,Call,Promised,Call,0
A4885,97391,70299,54,Tier 3,Medium,Poor,4,Call,No Response,Legal,0
A4886,174866,95042,299,Tier 3,Medium,Good,2,Field,No Response,Legal,69002
A4887,88002,56614,214,Tier 3,Medium,Good,6,Field,No Response,Field,0
A4888,65531,58371,228,Tier 1,Low,Good,3,Call,Promised,Legal,0
A4889,34986,20144,265,Tier 1,Low,Average,3,Field,Promised,Call,9521
A4890,62298,51307,257,Tier 2,Medium,Poor,2,None,Paid,Call,0
A4891,31481,30181,30,Tier 3,Medium,Good,1,Call,Refused,Call,0
A4892,86408,72575,50,Tier 2,High,Average,6,Field,Refused,Call,0
A4893,151950,137592,287,Tier 3,Medium,Good,5,Field,No Response,Field,85909
A4894,177907,98646,286,Tier 3,Medium,Good,2,Call,No Response,Call,53921
A4895,155355,97153,204,Tier 3,High,Good,3,Field,Promised,Call,0
A4896,57798,54750,80,Tier 1,Medium,Poor,6,Call,No Response,Field,0
A4897,121649,104320,279,Tier 1,High,Good,1,Legal,No Response,Call,0
A4898,94887,77786,82,Tier 1,Medium,Good,4,Call,No Response,Call,0
A4899,49477,41159,208,Tier 1,High,Average,4,Field,Paid,Call,25395
A4900,178338,126102,85,Tier 1,Low,Average,4,Call,No Response,Field,91980
A4901,157815,82423,284,Tier 3,Low,Good,5,Legal,Refused,Legal,55547
A4902,157426,140458,292,Tier 1,Medium,Good,6,Call,Paid,Legal,0
A4903,172961,145175,155,Tier 2,Medium,Average,7,Legal,Refused,Call,0
A4904,54335,40012,22,Tier 3,Medium,Average,3,None,Refused,Field,11061
A4905,172326,163688,138,Tier 1,Low,Average,1,Call,Promised,Call,124271
A4906,116610,77904,239,Tier 1,Medium,Good,3,Legal,No Response,Call,0
A4907,41442,26819,94,Tier 1,Medium,Good,6,Field,Paid,Field,0
A4908,76289,71436,171,Tier 1,Medium,Average,5,Call,No Response,Field,0
A4909,83747,75246,60,Tier 2,Low,Average,5,Call,No Response,Call,0
A4910,67327,50999,224,Tier 2,High,Poor,6,Legal,Refused,Call,0
A4911,177271,100223,10,Tier 2,Low,Average,2,Call,No Response,Call,0
A4912,102827,62471,132,Tier 1,Medium,Average,6,Call,No Response,Call,0
A4913,136464,113007,297,Tier 2,Medium,Average,7,Legal,Refused,Call,0
A4914,161184,111623,209,Tier 2,Medium,Poor,3,None,Refused,Legal,0
A4915,117051,107480,192,Tier 1,Medium,Poor,7,Call,Paid,Call,0
A4916,180653,176132,225,Tier 1,High,Good,4,Call,No Response,Call,0
A4917,89722,81002,249,Tier 3,High,Poor,2,Legal,Promised,Call,0
A4918,122036,84055,77,Tier 1,Medium,Good,7,Legal,Promised,Field,19332
A4919,177595,158830,91,Tier 3,Medium,Poor,3,Field,No Response,Field,0
A4920,96960,65517,151,Tier 1,Medium,Average,2,Call,Paid,Call,0
A4921,49552,28916,50,Tier 1,Medium,Average,2,Field,Paid,Call,0
A4922,171880,88809,248,Tier 2,Medium,Good,6,Field,No Response,Field,0
A4923,184692,127965,12,Tier 3,Medium,Average,1,Call,No Response,Call,83689
A4924,30887,29397,103,Tier 3,Medium,Poor,2,Legal,Refused,Call,0
A4925,61802,38285,68,Tier 1,Medium,Good,6,Call,No Response,Call,0
A4926,115024,69388,237,Tier 3,High,Average,7,Field,Refused,Legal,0
A4927,148639,146396,27,Tier 2,Low,Average,5,Call,No Response,Call,0
A4928,148248,75977,248,Tier 1,High,Good,7,Call,Promised,Call,28203
A4929,111938,99948,83,Tier 1,Medium,Poor,4,Field,No Response,Field,0
A4930,152746,100916,178,Tier 2,Medium,Poor,1,Call,No Response,Field,67403
A4931,56049,29075,273,Tier 2,Medium,Good,2,Call,Promised,Call,0
A4932,107789,103359,169,Tier 1,Low,Poor,1,Call,Promised,Legal,0
A4933,114526,65259,178,Tier 3,High,Good,6,Field,No Response,Call,13628
A4934,168918,131061,215,Tier 2,Low,Poor,4,Call,No Response,Legal,0
A4935,76220,48554,18,Tier 3,Low,Average,4,Call,No Response,Field,0
A4936,76163,40564,124,Tier 2,Low,Poor,1,None,Refused,Legal,0
A4937,164837,86533,161,Tier 2,Low,Good,3,Call,Paid,Call,28760
A4938,147126,82063,96,Tier 1,Medium,Poor,4,Call,No Response,Call,20348
A4939,111486,59721,104,Tier 2,Low,Average,5,Call,Refused,Call,0
A4940,105277,92673,240,Tier 3,Medium,Good,5,None,Promised,Call,0
A4941,134245,99714,195,Tier 2,Medium,Poor,2,Call,Promised,Call,0
A4942,152332,102282,123,Tier 1,High,Average,3,Call,Promised,Call,66635
A4943,52931,37537,283,Tier 1,Low,Poor,3,Legal,Paid,Call,0
A4944,119116,114884,38,Tier 3,Medium,Good,6,Legal,No Response,Call,36352
A4945,85633,81811,212,Tier 1,Low,Poor,2,None,No Response,Legal,0
A4946,81913,70268,11,Tier 3,Medium,Average,4,Field,Refused,Field,0
A4947,124776,117581,87,Tier 2,Medium,Average,7,Call,Paid,Call,0
A4948,55991,36944,240,Tier 2,Medium,Good,1,Field,No Response,Field,0
A4949,134092,92597,107,Tier 2,Medium,Poor,3,Call,Refused,Field,0
A4950,171633,138483,126,Tier 1,Low,Poor,3,Field,Refused,Call,0
A4951,177973,144480,119,Tier 2,Low,Poor,7,Field,Paid,Call,0
A4952,125556,93018,176,Tier 1,High,Poor,6,Field,Paid,Legal,0
A4953,92875,65043,96,Tier 2,Low,Poor,4,Call,Refused,Field,0
A4954,186989,185696,31,Tier 1,High,Poor,6,Call,Paid,Call,0
A4955,92120,83880,219,Tier 1,High,Poor,1,Call,No Response,Call,0
A4956,163060,116993,281,Tier 3,Medium,Poor,5,None,Paid,Field,0
A4957,140041,120945,287,Tier 2,High,Poor,3,Call,Promised,Call,0
A4958,158467,100591,148,Tier 1,Low,Good,6,Legal,Promised,Call,0
A4959,175328,96445,241,Tier 2,Low,Average,7,Call,No Response,Call,0
A4960,148490,100411,242,Tier 2,Low,Good,4,Call,No Response,Call,0
A4961,156155,109540,89,Tier 2,Low,Good,6,Call,Paid,Field,82876
A4962,58230,29596,64,Tier 3,Low,Average,3,Field,Paid,Call,0
A4963,89778,81464,43,Tier 2,Medium,Poor,5,Field,No Response,Field,0
A4964,75833,51535,261,Tier 1,Low,Good,7,Field,Promised,Legal,23015
A4965,52625,41584,134,Tier 2,Medium,Good,2,Legal,Paid,Legal,0
A4966,62088,33340,20,Tier 1,Medium,Good,6,Call,Promised,Call,21057
A4967,133937,78687,131,Tier 1,Low,Average,4,Field,Promised,Call,0
A4968,106361,100494,44,Tier 3,Medium,Good,7,Field,No Response,Field,0
A4969,118229,95096,78,Tier 2,Medium,Good,1,Field,Refused,Call,66087
A4970,165189,161082,148,Tier 3,Medium,Good,7,Field,Promised,Legal,0
A4971,120265,120189,21,Tier 1,High,Good,7,Call,Promised,Legal,92772
A4972,127718,87605,134,Tier 1,Medium,Average,2,None,Promised,Legal,0
A4973,90710,58907,156,Tier 1,Medium,Good,6,None,Promised,Field,0
A4974,124876,116032,86,Tier 1,Low,Average,1,Field,Refused,Field,0
A4975,60949,60906,77,Tier 2,Medium,Average,7,Call,Promised,Field,0
A4976,183619,149616,215,Tier 2,Medium,Good,5,Field,Paid,Call,71367
A4977,98136,88083,245,Tier 2,Medium,Average,7,Call,No Response,Legal,0
A4978,141541,126095,68,Tier 2,Medium,Average,1,Call,No Response,Call,0
A4979,91842,62238,267,Tier 2,Medium,Poor,3,None,No Response,Legal,0
A4980,56990,44858,263,Tier 3,Medium,Poor,5,Field,Refused,Legal,0
A4981,177265,162468,252,Tier 2,Low,Poor,7,Field,Promised,Call,0
A4982,60109,50735,286,Tier 3,Medium,Poor,2,None,Promised,Call,0
A4983,160356,81874,229,Tier 2,Medium,Average,7,Legal,Promised,Legal,0
A4984,180305,120507,234,Tier 2,Medium,Average,3,Field,No Response,Legal,0
A4985,158133,90489,110,Tier 3,Low,Good,6,Call,No Response,Legal,0
A4986,195582,120573,131,Tier 1,High,Poor,3,Call,No Response,Legal,0
A4987,31306,29826,227,Tier 2,High,Average,5,Legal,Promised,Legal,0
A4988,33849,17548,84,Tier 3,Medium,Good,7,None,No Response,Legal,0
A4989,42360,25835,246,Tier 2,Low,Average,1,Call,Refused,Call,0
A4990,141072,92371,249,Tier 3,Medium,Average,6,Call,No Response,Call,0
A4991,124767,100866,174,Tier 1,Medium,Average,1,Field,No Response,Field,0
A4992,198035,151902,166,Tier 2,Medium,Poor,2,Call,Promised,Call,91543
A4993,84330,51368,220,Tier 3,Low,Poor,5,Call,Refused,Field,0
A4994,81707,47563,286,Tier 2,Medium,Good,2,None,Paid,Field,0
A4995,48689,30109,225,Tier 2,Medium,Average,7,Call,No Response,Legal,0
A4996,59084,44387,227,Tier 1,High,Average,4,Field,Refused,Call,0
A4997,70387,44737,242,Tier 1,Medium,Good,5,Call,Refused,Field,0
A4998,104816,102069,21,Tier 2,High,Poor,4,Legal,Promised,Legal,0
A4999,32642,23891,92,Tier 3,High,Average,2,Field,No Response,Call,10000
A5000,72137,38189,122,Tier 3,Medium,Average,4,Call,Paid,Field,14134
A5001,92260,79771,280,Tier 2,Medium,Good,4,Call,Refused,Field,48827
A5002,176510,117277,204,Tier 3,Low,Average,3,Call,Paid,Call,0
A5003,78442,64851,150,Tier 2,Medium,Poor,3,Field,No Response,Call,0
A5004,133061,85132,133,Tier 2,Low,Poor,2,Field,Refused,Field,0
A5005,164066,128852,150,Tier 3,Low,Good,2,Call,Refused,Call,0
A5006,155844,138089,217,Tier 2,High,Poor,1,Call,Promised,Call,0
A5007,129575,124910,124,Tier 2,High,Good,6,Call,Promised,Legal,0
A5008,31813,20060,215,Tier 1,Medium,Poor,4,Call,Promised,Call,8877
A5009,123027,82111,297,Tier 3,Medium,Poor,7,Field,No Response,Legal,0
A5010,153489,112374,158,Tier 1,Medium,Poor,6,Field,No Response,Call,0
A5011,114381,110216,219,Tier 1,Medium,Poor,1,Call,Promised,Call,0
A5012,85276,81071,121,Tier 2,Low,Poor,1,Legal,Promised,Field,0
A5013,71243,38823,151,Tier 3,Medium,Good,5,Call,Promised,Call,21098
A5014,90272,51090,33,Tier 3,Medium,Average,1,Legal,No Response,Call,0
A5015,95618,71498,58,Tier 1,Low,Average,1,Legal,Refused,Legal,22818
A5016,31920,17661,297,Tier 2,Medium,Good,4,Legal,Paid,Field,0
A5017,136121,91580,20,Tier 3,High,Average,1,Legal,No Response,Call,57589
A5018,106872,61365,197,Tier 2,High,Poor,4,Field,Refused,Call,0
A5019,111132,90908,77,Tier 2,Medium,Average,6,Field,No Response,Field,0
A5020,32093,31282,99,Tier 2,Low,Average,4,Legal,Promised,Field,24451
A5021,42905,42834,119,Tier 1,Medium,Good,1,Call,No Response,Call,22389
A5022,151759,104352,173,Tier 3,High,Average,4,Call,Refused,Field,0
A5023,185423,148246,215,Tier 3,Medium,Average,2,Call,Paid,Call,0
A5024,60981,56598,41,Tier 2,High,Good,2,Call,Refused,Call,0
A5025,103903,58053,83,Tier 2,Low,Average,4,Legal,Paid,Call,0
A5026,100821,85171,260,Tier 3,Medium,Poor,7,None,Paid,Call,0
A5027,139200,98055,30,Tier 1,Low,Poor,6,Field,Refused,Call,0
A5028,112289,67718,82,Tier 1,Medium,Poor,6,Legal,Refused,Field,0
A5029,146506,102755,50,Tier 1,Low,Average,2,Call,Paid,Call,52612
A5030,108513,58377,103,Tier 2,Medium,Good,5,Legal,Promised,Field,0
A5031,180946,153388,141,Tier 3,Medium,Poor,6,Call,Refused,Field,0
A5032,168746,105697,108,Tier 2,Medium,Good,3,Legal,Promised,Legal,0
A5033,80516,52794,62,Tier 2,High,Poor,2,Legal,Paid,Call,0
A5034,99212,55612,238,Tier 1,Medium,Poor,1,None,Promised,Legal,0
A5035,163498,152434,137,Tier 1,High,Poor,2,Legal,No Response,Call,0
A5036,160970,120199,221,Tier 1,Low,Poor,5,Call,Refused,Field,0
A5037,120009,94335,294,Tier 2,Medium,Good,5,Call,Promised,Field,0
A5038,191015,149892,288,Tier 3,High,Good,5,Legal,Promised,Field,0
A5039,74816,52763,168,Tier 3,Medium,Good,6,Field,No Response,Legal,37597
A5040,34138,20355,242,Tier 1,High,Poor,6,Legal,No Response,Call,0
A5041,121176,105734,80,Tier 1,Medium,Good,2,Call,No Response,Field,0
A5042,105945,59702,214,Tier 3,Medium,Poor,7,Call,Promised,Field,0
A5043,34017,18775,198,Tier 1,Medium,Good,3,Call,Paid,Call,0
A5044,40451,34588,160,Tier 1,High,Poor,1,Field,Promised,Call,0
A5045,123863,74865,17,Tier 1,High,Good,3,Call,Promised,Call,21780
A5046,40278,26317,109,Tier 2,Medium,Average,6,Field,Paid,Field,11476
A5047,73764,54409,25,Tier 1,Medium,Poor,6,Call,Refused,Call,0
A5048,153030,110897,163,Tier 1,Low,Average,2,Field,Promised,Legal,0
A5049,162206,138570,166,Tier 2,Medium,Good,3,Legal,Refused,Call,42158
A5050,92943,75443,102,Tier 1,Low,Poor,4,Call,No Response,Field,0
A5051,125667,103323,271,Tier 1,Medium,Average,1,Call,Refused,Call,0
A5052,84318,72262,46,Tier 2,High,Average,4,Field,Paid,Call,0
A5053,133423,86232,170,Tier 3,Medium,Poor,4,None,Paid,Call,0
A5054,133998,88595,183,Tier 1,Medium,Poor,3,Call,Paid,Field,46763
A5055,90128,64801,27,Tier 1,Low,Average,4,Field,No Response,Call,0
A5056,51869,33908,25,Tier 1,Medium,Poor,1,None,Promised,Call,0
A5057,35039,34775,279,Tier 2,Medium,Good,4,Field,Refused,Legal,19815
A5058,182353,165398,77,Tier 3,Medium,Average,2,Legal,No Response,Call,123778
A5059,142935,83234,39,Tier 1,Medium,Good,1,None,No Response,Call,0
A5060,40442,20334,234,Tier 2,Low,Average,7,None,No Response,Field,0
A5061,103788,54114,173,Tier 1,Medium,Average,7,Legal,Promised,Call,0
A5062,149729,93136,23,Tier 2,High,Poor,7,Field,Paid,Call,0
A5063,57586,32083,288,Tier 1,Low,Average,2,Call,No Response,Field,0
A5064,83053,63674,165,Tier 3,High,Poor,2,Call,Paid,Legal,0
A5065,116346,108085,131,Tier 2,Medium,Average,7,Call,Refused,Call,0
A5066,97087,84307,272,Tier 1,Medium,Average,6,Call,Refused,Call,0
A5067,173697,105573,179,Tier 3,Medium,Average,7,Call,No Response,Legal,0
A5068,64397,45055,19,Tier 1,Medium,Average,5,Call,No Response,Field,31472
A5069,88671,66853,181,Tier 1,Medium,Poor,5,Call,No Response,Call,0
A5070,146214,132338,22,Tier 3,Medium,Poor,2,Call,No Response,Call,0
A5071,96897,89102,222,Tier 1,Medium,Average,6,Call,No Response,Field,0
A5072,187221,178769,170,Tier 3,Medium,Average,4,Call,Paid,Call,0
A5073,166355,125535,241,Tier 2,High,Average,2,Legal,No Response,Field,0
A5074,168682,142896,169,Tier 3,Low,Average,2,Legal,Refused,Field,0
A5075,44924,24973,136,Tier 3,High,Good,5,None,No Response,Field,14681
A5076,143143,112030,57,Tier 1,Medium,Poor,3,Field,Paid,Call,0
A5077,140253,87566,270,Tier 3,Low,Good,3,Call,Promised,Call,58214
A5078,130297,93274,70,Tier 1,Medium,Good,6,Field,No Response,Legal,0
A5079,30869,25220,131,Tier 2,Low,Average,7,Legal,Refused,Call,0
A5080,127088,79873,99,Tier 2,Medium,Good,6,Field,Refused,Call,0
A5081,31014,16316,264,Tier 2,Low,Poor,3,Legal,Refused,Legal,0
A5082,40103,20256,99,Tier 3,Low,Poor,2,Call,Refused,Call,0
A5083,140317,71713,12,Tier 3,Low,Average,2,Field,Promised,Legal,41393
A5084,194530,98077,289,Tier 3,Low,Poor,7,Call,Paid,Legal,0
A5085,112409,62406,126,Tier 3,Low,Average,4,Legal,Promised,Call,0
A5086,53248,33000,107,Tier 2,High,Good,6,Call,No Response,Field,0
A5087,190133,116097,171,Tier 3,High,Poor,7,Call,Promised,Call,0
A5088,185242,184019,91,Tier 2,High,Good,5,Field,Paid,Field,0
A5089,38024,24829,157,Tier 3,Low,Average,6,None,No Response,Field,0
A5090,115947,65360,15,Tier 3,Low,Average,2,Call,Promised,Call,0
A5091,180368,139385,194,Tier 1,Low,Average,1,Field,No Response,Call,0
A5092,121829,113176,261,Tier 1,Medium,Average,6,Call,Paid,Legal,0
A5093,122708,102955,34,Tier 3,High,Poor,1,Call,Refused,Legal,0
A5094,116664,75603,50,Tier 1,High,Poor,7,Call,Refused,Legal,0
A5095,179329,140021,178,Tier 2,Low,Poor,5,Field,Refused,Field,0
A5096,173927,149129,12,Tier 3,Medium,Average,7,Legal,Refused,Call,0
A5097,115178,99519,180,Tier 1,High,Good,1,Field,No Response,Call,0
A5098,131121,109259,66,Tier 3,Medium,Average,1,Call,Paid,Field,0
A5099,50025,46793,92,Tier 3,Low,Poor,5,Call,No Response,Call,0
A5100,165530,154779,188,Tier 1,Low,Poor,6,Call,No Response,Legal,0
A5101,93610,73902,142,Tier 3,Medium,Good,2,Legal,Paid,Legal,0
A5102,100843,72095,95,Tier 1,Low,Poor,2,Call,No Response,Field,0
A5103,137237,112642,280,Tier 3,High,Average,4,Call,No Response,Call,0
A5104,160299,145728,103,Tier 2,Low,Good,2,Field,No Response,Field,0
A5105,199578,100353,259,Tier 3,Low,Average,7,None,Promised,Call,0
A5106,35668,35525,207,Tier 1,Low,Poor,1,Call,No Response,Call,0
A5107,103233,61056,88,Tier 2,Low,Average,7,Field,Refused,Field,0
A5108,185489,136357,175,Tier 3,Medium,Poor,1,Call,Refused,Field,0
A5109,111982,104816,48,Tier 1,Low,Good,4,Call,Promised,Call,56866
A5110,136133,83384,223,Tier 3,Low,Average,5,Legal,Refused,Legal,19064
A5111,40751,30090,140,Tier 3,Medium,Good,7,Field,Promised,Call,0
A5112,76218,43161,166,Tier 2,Low,Good,1,Call,Promised,Field,0
A5113,156649,109268,168,Tier 3,Low,Average,2,Legal,Refused,Legal,23452
A5114,37352,21984,236,Tier 2,Low,Average,2,Field,Refused,Field,0
A5115,118835,81023,54,Tier 2,Low,Good,7,Field,Refused,Call,0
A5116,127493,87553,210,Tier 1,Medium,Good,7,Call,Paid,Call,0
A5117,58927,58725,31,Tier 2,Low,Average,7,Call,Promised,Call,0
A5118,131948,131605,251,Tier 2,Medium,Good,2,Call,Paid,Call,93612
A5119,59493,33160,238,Tier 2,Medium,Average,1,Call,Refused,Call,0
A5120,61707,53252,247,Tier 1,Medium,Poor,3,Call,Promised,Field,0
A5121,168368,88540,158,Tier 1,High,Poor,1,Field,Paid,Legal,0
A5122,186470,96049,282,Tier 3,Low,Good,1,Call,Promised,Call,0
A5123,65842,36388,76,Tier 1,Medium,Poor,3,Call,No Response,Field,0
A5124,43261,42514,16,Tier 2,High,Poor,3,Field,No Response,Field,0
A5125,106709,103553,242,Tier 1,High,Good,2,Field,Refused,Field,0
A5126,125985,75208,265,Tier 2,Medium,Average,7,Field,Promised,Call,0
A5127,136616,79351,76,Tier 3,Low,Poor,2,Legal,Refused,Call,29293
A5128,97173,60273,259,Tier 3,Low,Good,2,None,No Response,Field,0
A5129,61781,46816,86,Tier 1,Low,Good,1,None,No Response,Call,19220
A5130,43652,34260,96,Tier 1,High,Average,6,Legal,Promised,Call,16089
A5131,35103,21440,261,Tier 3,Medium,Good,5,Field,No Response,Legal,0
A5132,55500,48746,231,Tier 3,Medium,Good,6,Call,Paid,Legal,0
A5133,130336,85340,81,Tier 1,Medium,Average,7,Field,No Response,Call,0
A5134,196601,188946,211,Tier 3,Medium,Average,4,Field,No Response,Field,0
A5135,143499,118869,68,Tier 1,Low,Average,5,Call,Promised,Field,0
A5136,179524,128929,285,Tier 2,High,Average,3,Call,No Response,Call,29067
A5137,79393,71053,230,Tier 1,Medium,Poor,1,Field,Refused,Call,0
A5138,192246,174743,166,Tier 3,Medium,Poor,6,None,Promised,Field,135767
A5139,196508,126794,190,Tier 3,Medium,Average,1,Call,Promised,Call,33195
A5140,77406,51850,222,Tier 1,Medium,Poor,4,Call,No Response,Call,0
A5141,93059,90079,138,Tier 2,Low,Average,7,Field,No Response,Legal,0
A5142,177026,103094,252,Tier 1,Low,Poor,5,Call,No Response,Call,0
A5143,112722,58736,181,Tier 1,Low,Average,3,Legal,Promised,Field,0
A5144,42356,30793,279,Tier 2,Medium,Poor,4,Field,Paid,Legal,0
A5145,158128,142410,172,Tier 2,Low,Poor,1,Call,Paid,Legal,0
A5146,32187,28512,33,Tier 1,Low,Poor,4,Field,Paid,Field,0
A5147,107243,102928,202,Tier 2,Medium,Good,2,Call,Refused,Field,80378
A5148,65098,49904,138,Tier 2,High,Poor,5,Legal,Paid,Legal,0
A5149,182297,100269,50,Tier 2,Low,Good,3,Call,Promised,Call,62641
A5150,164678,130811,40,Tier 1,Low,Average,2,Call,Refused,Field,0
A5151,87620,77911,45,Tier 1,Medium,Poor,5,Call,Refused,Call,59667
A5152,193900,105998,262,Tier 1,High,Poor,2,Legal,Paid,Field,0
